book_number	chapter	verse	text
510	7	25	Sądził bowiem, że jego bracia zrozumieją, że Bóg przez jego ręce daje im wybawienie. Lecz oni nie zrozumieli.
510	7	26	Następnego dnia zjawił się wśród nich, gdy się ze sobą bili, i próbował ich pogodzić, mówiąc: Ludzie, jesteście braćmi, dlaczego krzywdzicie jeden drugiego?
510	7	27	Lecz ten, który krzywdził bliźniego, odepchnął go, mówiąc: Kto cię ustanowił wodzem i sędzią nad nami?
510	7	28	Czy chcesz mnie zabić, tak jak wczoraj zabiłeś Egipcjanina?
510	7	29	Na te słowa Mojżesz uciekł i był cudzoziemcem w ziemi Madian, gdzie spłodził dwóch synów.
510	7	30	Po czterdziestu latach ukazał mu się na pustyni góry Synaj anioł Pana w płomieniu ognia w krzaku.
510	7	31	Kiedy Mojżesz to ujrzał, zdziwił się na ten widok. A gdy podszedł, aby się temu przyjrzeć, rozległ się głos Pana:
510	7	32	Ja jestem Bogiem twoich ojców, Bogiem Abrahama, Bogiem Izaaka i Bogiem Jakuba. A Mojżesz zadrżał i nie śmiał się przypatrywać.
510	7	33	Wtedy Pan powiedział do niego: Zdejmij z nóg obuwie, bo miejsce, na którym stoisz, jest ziemią świętą.
510	7	34	Patrząc, widziałem utrapienie mego ludu, który jest w Egipcie, i słyszałem jego wzdychanie, i zstąpiłem, żeby go wybawić. Dlatego teraz chodź, poślę cię do Egiptu.
510	7	35	Tego Mojżesza, którego się wyparli, mówiąc: Któż cię ustanowił wodzem i sędzią? – tego Bóg posłał jako wodza i wybawiciela przez rękę anioła, który mu się ukazał w krzaku.
510	7	36	On wyprowadził ich, czyniąc cuda i znaki w ziemi Egiptu, nad Morzem Czerwonym i na pustyni przez czterdzieści lat.
510	7	37	To jest ten Mojżesz, który powiedział synom Izraela: Proroka jak ja wzbudzi wam Pan, wasz Bóg, spośród waszych braci. Jego będziecie słuchać.
510	7	38	On to był w zgromadzeniu na pustyni z aniołem, który mówił do niego na górze Synaj i z naszymi ojcami. On przyjął żywe słowa Boże, aby nam je przekazać.
510	7	39	Lecz nasi ojcowie nie chcieli mu być posłuszni, ale odepchnęli go i zwrócili swoje serca ku Egiptowi.
510	7	40	Powiedzieli do Aarona: Zrób nam bogów, którzy będą szli przed nami, bo nie wiemy, co się stało z tym Mojżeszem, który nas wyprowadził z ziemi Egiptu.
510	7	41	I zrobili cielca w tych dniach, i złożyli ofiarę temu bożkowi, i cieszyli się dziełami swoich rąk.
510	7	42	Wtedy Bóg odwrócił się od nich i oddał ich w służbę zastępom nieba, jak jest napisane w księdze proroków: Czy mi składaliście zabite zwierzęta i inne ofiary na pustyni przez czterdzieści lat, domu Izraela?
510	7	43	Raczej obnosiliście namiot Molocha i gwiazdę waszego boga Remfana, wizerunki, które sobie zrobiliście, żeby oddawać im cześć. Dlatego zaprowadzę was poza Babilon.
510	7	44	Nasi ojcowie mieli na pustyni Namiot Świadectwa, jak zarządził ten, który powiedział Mojżeszowi, aby go uczynił według wzoru, który widział.
510	7	45	Nasi ojcowie z Jozuem wzięli go i wnieśli do posiadłości pogan, których Bóg wypędził sprzed oblicza naszych ojców, aż do dni Dawida;
510	7	46	Który znalazł łaskę przed Bogiem i prosił, aby mógł znaleźć przybytek dla Boga Jakuba.
510	7	47	Lecz Salomon zbudował mu dom.
510	7	48	Najwyższy jednak nie mieszka w świątyniach uczynionych ręką, jak mówi prorok:
510	7	49	Niebo jest moim tronem, a ziemia podnóżkiem moich stóp. Jakiż dom mi zbudujecie, mówi Pan, albo gdzie jest miejsce mego odpoczynku?
510	7	50	Czy tego wszystkiego nie uczyniła moja ręka?
510	7	51	Ludzie twardego karku, nieobrzezanego serca i uszu! Wy zawsze sprzeciwiacie się Duchowi Świętemu. Jak wasi ojcowie, tak i wy!
510	7	52	Którego z proroków nie prześladowali wasi ojcowie? Pozabijali też tych, którzy przepowiadali przyjście Sprawiedliwego, którego wy staliście się teraz zdrajcami i mordercami.
510	7	53	Wy, którzy otrzymaliście prawo przez rozporządzenie aniołów, lecz nie przestrzegaliście go.
510	7	54	Gdy to usłyszeli, wpadli w gniew i zgrzytali na niego zębami.
510	7	55	A on, pełen Ducha Świętego, patrzył uważnie w niebo i ujrzał chwałę Boga i Jezusa stojącego po prawicy Boga.
510	7	56	I powiedział: Oto widzę niebiosa otwarte i Syna Człowieczego stojącego po prawicy Boga.
510	7	57	A oni podnieśli wielki krzyk, zatkali sobie uszy i jednomyślnie się na niego rzucili.
510	7	58	Wyrzucili go poza miasto i kamienowali, a świadkowie złożyli swoje szaty u stóp młodzieńca zwanego Saulem.
510	7	59	Tak kamienowali Szczepana, modlącego się tymi słowy: Panie Jezu, przyjmij mojego ducha.
510	7	60	A upadłszy na kolana, zawołał donośnym głosem: Panie, nie poczytaj im tego za grzech. A gdy to powiedział, zasnął.
510	8	1	A Saul zgodził się na zabicie go. W tym czasie zaczęło się wielkie prześladowanie kościoła w Jerozolimie i wszyscy oprócz apostołów rozproszyli się po okolicach Judei i Samarii.
510	8	2	Szczepana zaś pogrzebali bogobojni ludzie i bardzo go opłakiwali.
510	8	3	Tymczasem Saul niszczył kościół. Wchodził do domów, wywlekał mężczyzn i kobiety i wtrącał ich do więzienia.
510	8	4	A ci, którzy się rozproszyli, szli wszędzie, głosząc słowo Boże.
510	8	5	Filip przybył do miasta Samarii i głosił im Chrystusa.
510	8	6	A lud jednomyślnie przyjmował to, co mówił Filip, gdy go słyszeli i widzieli cuda, które czynił.
510	8	7	Duchy nieczyste bowiem wychodziły z donośnym krzykiem z wielu, którzy je mieli. Wielu też sparaliżowanych i ułomnych zostało uzdrowionych.
510	8	8	I wielka radość zapanowała w tym mieście.
510	8	9	A pewien człowiek o imieniu Szymon, który wcześniej w tym mieście zajmował się czarami, mamił lud Samarii, twierdząc, że jest kimś wielkim.
510	8	10	Liczyli się z nim wszyscy od najmniejszego do największego, mówiąc: Ten człowiek jest tą wielką mocą Boga.
510	8	11	A liczyli się z nim dlatego, że od dłuższego czasu mamił ich swoimi czarami.
510	8	12	A gdy uwierzyli Filipowi, który głosił o królestwie Bożym i o imieniu Jezusa Chrystusa, chrzcili się zarówno mężczyźni, jak i kobiety.
510	8	13	Uwierzył też sam Szymon, a gdy się ochrzcił, trzymał się Filipa i zdumiewał się, widząc cuda i wielkie znaki, jakie się działy.
510	8	14	Kiedy apostołowie, którzy byli w Jerozolimie, usłyszeli, że Samaria przyjęła słowo Boże, wysłali do nich Piotra i Jana;
510	8	15	Którzy przyszli tam i modlili się za nich, aby otrzymali Ducha Świętego.
510	8	16	Na żadnego z nich bowiem jeszcze nie zstąpił. Byli tylko ochrzczeni w imię Pana Jezusa.
510	8	17	Wtedy kładli na nich ręce, a oni otrzymywali Ducha Świętego.
510	8	18	A gdy Szymon zobaczył, że Duch Święty był udzielany przez nakładanie rąk apostołów, przyniósł im pieniądze;
510	8	19	Mówiąc: Dajcie i mnie tę moc, aby ten, na kogo nałożę ręce, otrzymał Ducha Świętego.
510	8	20	I powiedział mu Piotr: Niech zginą z tobą twoje pieniądze, bo sądziłeś, że dar Boży można nabyć za pieniądze.
510	8	21	Nie masz w tej sprawie części ani udziału, bo twoje serce nie jest prawe przed Bogiem.
510	8	22	Dlatego pokutuj z tej twojej nieprawości i proś Boga, a może ci przebaczy zamysł twego serca.
510	8	23	Widzę bowiem, że jesteś pogrążony w goryczy żółci i w więzach nieprawości.
510	8	24	Wtedy Szymon odpowiedział: Módlcie się za mnie do Pana, aby nic z tego, co powiedzieliście, mnie nie spotkało.
510	8	25	A gdy dali świadectwo i opowiedzieli słowo Pana, udali się w drogę powrotną do Jerozolimy i głosili ewangelię w wielu wioskach samarytańskich.
510	8	26	Lecz anioł Pana powiedział do Filipa: Wstań i idź na południe, na drogę, która prowadzi z Jerozolimy do Gazy. Jest to droga pustynna.
510	8	27	Wstał więc i poszedł. A oto przyjechał do Jerozolimy oddać cześć Bogu Etiopczyk, eunuch, dostojnik królowej etiopskiej Kandaki, który zarządzał jej wszystkimi skarbami;
510	8	28	I wracał, a siedząc na swoim wozie, czytał proroka Izajasza.
510	8	29	A Duch powiedział do Filipa: Podejdź i przyłącz się do tego wozu.
510	8	30	Kiedy Filip podbiegł, usłyszał, jak tamten czyta proroka Izajasza, i zapytał: Rozumiesz, co czytasz?
510	8	31	A on odpowiedział: Jak mogę rozumieć, jeśli mi nikt nie wyjaśni? I zaprosił Filipa, aby wszedł i przy nim usiadł.
510	8	32	A czytał ten fragment Pisma: Jak owca na rzeź był prowadzony i jak baranek milczący wobec tego, który go strzyże, tak on nie otworzył swoich ust.
510	8	33	W jego poniżeniu pozbawiono go sądu, a któż wypowie jego ród? Jego życie bowiem zostało zabrane z ziemi.
510	8	34	I zapytał eunuch Filipa: Proszę cię, o kim to prorok mówi? Sam o sobie czy o kimś innym?
510	8	35	Wtedy Filip otworzył swe usta i zaczynając od tego fragmentu Pisma, głosił mu Jezusa.
510	8	36	A gdy jechali drogą, przybyli nad jakąś wodę. Wówczas eunuch powiedział: Oto woda; co stoi na przeszkodzie, żebym mógł być ochrzczony?
510	8	37	I powiedział Filip: Jeśli wierzysz z całego serca, możesz. A on odpowiedział: Wierzę, że Jezus Chrystus jest Synem Bożym.
510	8	38	Kazał więc zatrzymać wóz. Obaj, Filip i eunuch, zeszli do wody i ochrzcił go.
510	8	39	A gdy wyszli z wody, Duch Pański porwał Filipa i eunuch go więcej nie widział, ale jechał swoją drogą, radując się.
510	8	40	Filip zaś znalazł się w Azocie, a obchodząc wszystkie miasta, głosił ewangelię, aż dotarł do Cezarei.
510	9	1	A Saul, dysząc jeszcze groźbą i chęcią mordu wobec uczniów Pana, poszedł do najwyższego kapłana;
510	9	2	I prosił go o listy do synagog w Damaszku, aby mógł, jeśliby znalazł tam zwolenników tej drogi, zarówno mężczyzn, jak i kobiety, przyprowadzić ich związanych do Jerozolimy.
510	9	3	A gdy jadąc, zbliżał się do Damaszku, nagle olśniła go światłość z nieba.
510	9	4	Upadł na ziemię i usłyszał głos, który mówił do niego: Saulu, Saulu, dlaczego mnie prześladujesz?
510	9	5	Wtedy zapytał: Kim jesteś, Panie? A Pan odpowiedział: Ja jestem Jezus, którego ty prześladujesz. Trudno ci wierzgać przeciw ościeniowi.
510	9	6	A Saul, drżąc i bojąc się, powiedział: Panie, co chcesz, abym zrobił? A Pan do niego: Wstań i idź do miasta, a tam ci powiedzą, co masz robić.
510	9	7	A mężczyźni, którzy byli z nim w drodze, stanęli oniemiali. Słyszeli bowiem głos, lecz nikogo nie widzieli.
510	9	8	I podniósł się Saul z ziemi, a gdy otworzył oczy, nikogo nie mógł widzieć. Wtedy wzięli go za rękę i zaprowadzili do Damaszku.
510	9	9	Trzy dni nic nie widział i nie jadł ani nie pił.
510	9	10	A w Damaszku był pewien uczeń, imieniem Ananiasz. I powiedział do niego Pan w widzeniu: Ananiaszu! A on odpowiedział: Oto ja, Panie.
510	9	11	A Pan powiedział do niego: Wstań i idź na ulicę, którą nazywają Prostą, i zapytaj w domu Judy o Saula z Tarsu, oto bowiem się modli.
510	9	12	I ujrzał w widzeniu człowieka imieniem Ananiasz, wchodzącego i kładącego na nim rękę, aby odzyskał wzrok.
510	9	13	Ananiasz zaś odpowiedział: Panie, słyszałem od wielu, ile złego wyrządził ten człowiek twoim świętym w Jerozolimie.
510	9	14	Tutaj także ma władzę od najwyższych kapłanów uwięzić wszystkich, którzy wzywają twego imienia.
510	9	15	Lecz Pan powiedział do niego: Idź, bo on jest moim wybranym naczyniem, aby zanieść moje imię do pogan, królów i synów Izraela.
510	9	16	Ja bowiem pokażę mu, jak wiele musi wycierpieć dla mego imienia.
510	9	17	Wtedy Ananiasz poszedł, wszedł do domu, położył na nim ręce i powiedział: Saulu, bracie, Pan mnie posłał – Jezus, który ci się ukazał w drodze, którą jechałeś – żebyś odzyskał wzrok i został napełniony Duchem Świętym.
510	9	18	I natychmiast spadły z jego oczu jakby łuski, i zaraz przejrzał, wstał i został ochrzczony.
510	9	19	A gdy zjadł, odzyskał siły. I Saul przebywał przez kilka dni z uczniami, którzy byli w Damaszku.
510	9	20	I zaraz w synagogach zaczął głosić Chrystusa, że on jest Synem Bożym.
510	9	21	A wszyscy, którzy go słuchali, ze zdziwieniem pytali: Czy to nie jest ten, który w Jerozolimie tępił tych, którzy wzywali tego imienia, i przybył tu po to, aby ich związać i zaprowadzić do naczelnych kapłanów?
510	9	22	A Saul coraz bardziej się wzmacniał i wprawiał w zakłopotanie Żydów, którzy mieszkali w Damaszku, dowodząc, że ten jest Chrystusem.
510	9	23	A po upływie wielu dni Żydzi postanowili go zabić.
510	9	24	Saul jednak dowiedział się o ich zasadzce. A strzegli bram we dnie i w nocy, aby go zabić.
510	9	25	Lecz uczniowie zabrali go w nocy i spuścili w koszu po sznurze przez mur.
510	9	26	A gdy Saul przybył do Jerozolimy, usiłował przyłączyć się do uczniów, ale wszyscy się go bali, nie wierząc, że jest uczniem.
510	9	27	Lecz Barnaba przyjął go, zaprowadził do apostołów i opowiedział im, jak on w drodze ujrzał Pana, który mówił do niego, i jak w Damaszku z odwagą głosił w imieniu Jezusa.
510	9	28	I przebywał z nimi w Jerozolimie.
510	9	29	Z odwagą też mówił w imieniu Pana Jezusa i rozprawiał z hellenistami, a oni usiłowali go zabić.
510	9	30	Bracia jednak dowiedzieli się o tym, wyprawili go do Cezarei i odesłali do Tarsu.
510	9	31	A tak kościoły w całej Judei, Galilei i Samarii cieszyły się pokojem, budując się i żyjąc w bojaźni Pańskiej, i rozrastały się przez pociechę Ducha Świętego.
510	9	32	I stało się, gdy Piotr odwiedzał wszystkich, że przyszedł też do świętych, którzy mieszkali w Liddzie.
510	9	33	Spotkał tam pewnego człowieka imieniem Eneasz, który był sparaliżowany i od ośmiu lat leżał w łóżku.
510	9	34	I powiedział mu Piotr: Eneaszu, Jezus Chrystus cię uzdrawia. Wstań i zaściel swoje łóżko. I natychmiast wstał.
510	9	35	A wszyscy mieszkańcy Liddy i Saronu widzieli go i nawrócili się do Pana.
510	9	36	Mieszkała też w Jafie pewna uczennica o imieniu Tabita, co znaczy Dorkas. Jej życie wypełnione było dobrymi uczynkami i udzielaniem jałmużny.
510	9	37	I stało się w tych dniach, że zachorowała i umarła. Obmyto ją i położono w sali na piętrze.
510	9	38	A ponieważ Lidda leży blisko Jafy, gdy uczniowie usłyszeli, że jest tam Piotr, posłali do niego dwóch ludzi, prosząc, aby nie zwlekał z przyjściem do nich.
510	9	39	Wtedy Piotr wstał i poszedł z nimi, a gdy przyszedł, wprowadzili go do sali na piętrze. Obstąpiły go wszystkie wdowy, płacząc i pokazując tuniki i płaszcze, które Dorkas im robiła, gdy była z nimi.
510	9	40	A Piotr wygonił wszystkich, klęknął i modlił się. Potem zwrócił się do zmarłej i powiedział: Tabito, wstań! A ona otworzyła oczy i zobaczywszy Piotra, usiadła.
510	9	41	On podał jej rękę i podniósł ją, a zawoławszy świętych i wdowy, pokazał ją żywą.
510	9	42	I rozniosło się to po całej Jafie, i wielu uwierzyło w Pana.
510	9	43	Piotr zaś został przez wiele dni w Jafie u niejakiego Szymona, garbarza.
510	10	1	A w Cezarei był pewien człowiek imieniem Korneliusz, setnik z oddziału zwanego Italskim;
510	10	2	Pobożny i bojący się Boga wraz z całym swoim domem. Dawał on wielkie jałmużny ludowi i zawsze modlił się do Boga.
510	10	3	Około dziewiątej godziny dnia ujrzał wyraźnie w widzeniu anioła Boga, który przyszedł do niego i powiedział: Korneliuszu!
510	10	4	A on uważnie patrzył na niego i będąc przestraszonym, zapytał: Co, Panie? I odpowiedział mu: Twoje modlitwy i jałmużny dotarły przed oblicze Boga jako przypomnienie.
510	10	5	Dlatego teraz poślij mężczyzn do Jafy i sprowadź Szymona, zwanego Piotrem.
510	10	6	Zatrzymał się on u pewnego Szymona, garbarza, który ma dom nad morzem. On ci powie, co masz robić.
510	10	7	A gdy anioł, który mówił z Korneliuszem, odszedł, ten zawołał dwóch swoich sług i pobożnego żołnierza spośród tych, którzy stale mu posługiwali;
510	10	8	I opowiedziawszy im wszystko, posłał ich do Jafy.
510	10	9	A nazajutrz, gdy byli w drodze i zbliżali się do miasta, około godziny szóstej Piotr wszedł na dach, aby się modlić.
510	10	10	A będąc głodnym, chciał coś zjeść. Gdy zaś przygotowywano mu posiłek, wpadł w zachwycenie.
510	10	11	Zobaczył otwarte niebo i zstępujący na niego jakiś przedmiot, podobny do wielkiego płótna, związany ze sobą czterema końcami i spuszczany ku ziemi.
510	10	12	Były w nim wszelkie czworonożne zwierzęta ziemskie, bestie, gady i ptaki nieba.
510	10	13	I odezwał się do niego głos: Wstań, Piotrze, zabijaj i jedz.
510	10	14	A Piotr odpowiedział: Żadną miarą, Panie, bo nigdy nie jadłem niczego pospolitego lub nieczystego.
510	10	15	Wtedy znowu, po raz drugi dobiegł go głos: Tego, co Bóg oczyścił, ty nie uważaj za nieczyste.
510	10	16	I stało się tak trzy razy. Wówczas ten przedmiot został z powrotem wzięty do nieba.
510	10	17	A gdy Piotr zastanawiał się, co ma oznaczać widzenie, które miał, oto mężczyźni wysłani przez Korneliusza, dopytawszy się o dom Szymona, stanęli przed bramą;
510	10	18	I zawołali, pytając, czy tam przebywa Szymon, zwany Piotrem.
510	10	19	A gdy Piotr rozmyślał o tym widzeniu, powiedział do niego Duch: Szukają cię trzej mężczyźni.
510	10	20	Dlatego wstań, zejdź i idź z nimi bez wahania, bo ja ich posłałem.
510	10	21	Wtedy Piotr zszedł do mężczyzn, którzy zostali do niego posłani przez Korneliusza, i powiedział: Ja jestem tym, którego szukacie. Z jakiego powodu przyszliście?
510	10	22	A oni odpowiedzieli: Setnik Korneliusz, człowiek sprawiedliwy i bojący się Boga, mający dobre świadectwo od całego narodu żydowskiego, w widzeniu otrzymał przez świętego anioła polecenie, aby cię wezwał do swego domu i wysłuchał twoich słów.
510	10	23	Wtedy zawołał ich do domu i udzielił gościny. A następnego dnia Piotr wyruszył z nimi i niektórzy bracia z Jafy towarzyszyli mu.
510	10	24	A nazajutrz weszli do Cezarei. Korneliusz zaś czekał na nich, zwoławszy swoich krewnych i bliskich przyjaciół.
510	10	25	A gdy Piotr wchodził, Korneliusz wyszedł mu naprzeciw, padł mu do nóg i oddał mu pokłon.
510	10	26	Lecz Piotr podniósł go, mówiąc: Wstań, ja też jestem człowiekiem.
510	10	27	A rozmawiając z nim, wszedł i zastał wielu zebranych.
510	10	28	I powiedział do nich: Wiecie, że nie wolno Żydowi przestawać z cudzoziemcem albo przychodzić do niego. Lecz Bóg mi pokazał, żebym żadnego człowieka nie nazywał pospolitym lub nieczystym.
510	10	29	Dlatego też, będąc wezwany, przyszedłem bez sprzeciwu. Pytam więc: Dlaczego mnie wezwaliście?
510	10	30	A Korneliusz odpowiedział: Cztery dni temu pościłem aż do tej godziny, a gdy o godzinie dziewiątej modliłem się w swoim domu, stanął przede mną pewien mąż w jasnej szacie;
510	10	31	I powiedział: Korneliuszu, twoja modlitwa została wysłuchana, a twoje jałmużny dotarły przed oblicze Boga jako przypomnienie.
510	10	32	Dlatego poślij do Jafy i wezwij Szymona, zwanego Piotrem. Zatrzymał się on w domu Szymona, garbarza, nad morzem. Gdy przyjdzie, będzie z tobą mówić.
510	10	33	Natychmiast więc posłałem po ciebie, a ty dobrze zrobiłeś, że przyszedłeś. A teraz jesteśmy tu wszyscy obecni przed Bogiem, aby słuchać wszystkiego, co ci Bóg nakazał.
510	10	34	Wtedy Piotr otworzył usta i powiedział: Prawdziwie dostrzegam, że Bóg nie ma względu na osoby;
510	10	35	Ale w każdym narodzie miły jest mu ten, kto się go boi i czyni to, co sprawiedliwe.
510	10	36	A jeśli chodzi o słowo, które posłał synom Izraela, zwiastując pokój przez Jezusa Chrystusa, który jest Panem wszystkich;
510	10	37	Wy wiecie, co się działo w całej Judei, począwszy od Galilei, po chrzcie, który głosił Jan;
510	10	38	Jak Bóg namaścił Duchem Świętym i mocą Jezusa z Nazaretu, który chodził, czyniąc dobrze i uzdrawiając wszystkich opanowanych przez diabła, bo Bóg był z nim.
510	10	39	A my jesteśmy świadkami tego wszystkiego, co czynił w ziemi judzkiej i w Jerozolimie. Jego to zabili, zawiesiwszy na drzewie.
510	10	40	Jego też wskrzesił Bóg trzeciego dnia i sprawił, żeby się objawił;
510	10	41	Nie całemu ludowi, ale świadkom przedtem wybranym przez Boga, nam, którzy z nim jedliśmy i piliśmy po jego zmartwychwstaniu.
510	10	42	Nakazał nam też głosić ludowi i świadczyć, że on jest ustanowionym przez Boga sędzią żywych i umarłych.
510	10	43	Temu wszyscy prorocy wydają świadectwo, że przez jego imię każdy, kto w niego wierzy, otrzyma przebaczenie grzechów.
510	10	44	A gdy jeszcze Piotr mówił te słowa, Duch Święty zstąpił na wszystkich słuchających tej mowy.
510	10	45	I zdziwili się ci wierzący pochodzący z obrzezania, którzy przyszli z Piotrem, że dar Ducha Świętego został wylany także na pogan.
510	10	46	Słyszeli ich bowiem mówiących językami i wielbiących Boga. Wtedy Piotr się odezwał:
510	10	47	Czy ktoś może odmówić wody, żeby byli ochrzczeni ci, którzy otrzymali Ducha Świętego jak i my?
510	10	48	I nakazał ochrzcić ich w imię Pana. I prosili go, aby u nich został kilka dni.
510	11	1	Apostołowie i bracia, którzy byli w Judei, usłyszeli, że również poganie przyjęli słowo Boże.
510	11	2	A gdy Piotr przybył do Jerozolimy, spierali się z nim ci, którzy pochodzili z obrzezania;
510	11	3	Mówiąc: Wszedłeś do ludzi nieobrzezanych i jadłeś z nimi.
510	11	4	Wtedy Piotr zaczął po kolei im wyjaśniać:
510	11	5	Będąc w mieście Jafie, modliłem się i w zachwyceniu miałem widzenie – jakiś przedmiot zstępujący, jakby wielkie płótno, za cztery rogi uwiązane i spuszczone z nieba, i dotarło aż do mnie.
510	11	6	Wpatrzywszy się w nie uważnie, przyjrzałem się i zobaczyłem czworonożne zwierzęta ziemskie, bestie, gady i ptaki nieba.
510	11	7	I usłyszałem głos mówiący do mnie: Wstań, Piotrze, zabijaj i jedz.
510	11	8	I odpowiedziałem: Żadną miarą, Panie, bo nigdy niczego pospolitego lub nieczystego nie wziąłem do ust.
510	11	9	Wtedy głos z nieba odezwał się po raz drugi: Tego, co Bóg oczyścił, nie uważaj za nieczyste.
510	11	10	A to się stało trzy razy, po czym to wszystko zostało wciągnięte z powrotem do nieba.
510	11	11	I zaraz trzej mężczyźni posłani do mnie z Cezarei stanęli przed domem, w którym byłem.
510	11	12	I powiedział mi Duch, abym z nimi poszedł bez wahania. Szło też ze mną tych sześciu braci i weszliśmy do domu tego człowieka.
510	11	13	On nam opowiedział, jak ujrzał w swoim domu anioła, który stanął i powiedział do niego: Poślij ludzi do Jafy i przywołaj Szymona, zwanego Piotrem.
510	11	14	On ci powie słowa, przez które będziesz zbawiony, ty i cały twój dom.
510	11	15	A gdy zacząłem mówić, zstąpił na nich Duch Święty, tak jak na nas na początku.
510	11	16	I przypomniałem słowo Pana, gdy powiedział: Jan chrzcił wodą, ale wy będziecie ochrzczeni Duchem Świętym.
510	11	17	Jeśli więc Bóg dał im ten sam dar co nam, którzy uwierzyliśmy w Pana Jezusa Chrystusa, kim ja jestem, abym mógł zabronić Bogu?
510	11	18	A usłyszawszy to, uspokoili się i chwalili Boga, mówiąc: A więc i poganom dał Bóg pokutę ku życiu.
510	11	19	Lecz ci, których rozproszyło prześladowanie, jakie wybuchło z powodu Szczepana, dotarli aż do Fenicji, na Cypr i do Antiochii, nie głosząc słowa Bożego nikomu, tylko Żydom.
510	11	20	A niektórzy z nich, mężczyźni z Cypru i Cyreny, gdy przybyli do Antiochii, mówili do hellenistów, głosząc Pana Jezusa.
510	11	21	I była z nimi ręka Pana, a wielka ich liczba uwierzyła i nawróciła się do Pana.
510	11	22	I wieść o nich dotarła do uszu kościoła, który był w Jerozolimie. I posłano Barnabę aż do Antiochii.
510	11	23	Gdy tam przybył i ujrzał łaskę Boga, uradował się i zachęcał wszystkich, aby zgodnie z postanowieniem serca trwali przy Panu.
510	11	24	Był to bowiem mąż dobry, pełen Ducha Świętego i wiary. I przybyło Panu mnóstwo ludzi.
510	11	25	Potem Barnaba udał się do Tarsu, aby szukać Saula.
510	11	26	A gdy go znalazł, przyprowadził go do Antiochii. Przez cały rok zbierali się z tym kościołem i nauczali wielu ludzi. W Antiochii też po raz pierwszy uczniów nazwano chrześcijanami.
510	11	27	A w tych dniach przybyli z Jerozolimy do Antiochii prorocy.
510	11	28	I jeden z nich, imieniem Agabos, powstał i oznajmił przez Ducha, że w całej ziemi nastanie wielki głód. Nastał on za cesarza Klaudiusza.
510	11	29	Wtedy uczniowie, każdy z nich według swoich możliwości, postanowili posłać pomoc do braci, którzy mieszkali w Judei.
510	11	30	Tak też zrobili, posyłając ją starszym przez ręce Barnaby i Saula.
510	12	1	W tym czasie król Herod zaczął gnębić niektórych członków kościoła.
510	12	2	I zabił mieczem Jakuba, brata Jana.
510	12	3	Widząc, że to podobało się Żydom, postanowił schwytać także Piotra. A były to dni Przaśników.
510	12	4	Kiedy go schwytał, wtrącił go do więzienia i oddał pod straż szesnastu żołnierzom, zamierzając po święcie Paschy wydać go ludowi.
510	12	5	Strzeżono więc Piotra w więzieniu, a kościół nieustannie modlił się za niego do Boga.
510	12	6	A tej nocy, kiedy Herod miał go wydać, Piotr spał między dwoma żołnierzami, związany dwoma łańcuchami, a przed drzwiami strażnicy strzegli więzienia.
510	12	7	Wtedy zjawił się anioł Pana i w więzieniu zajaśniało światło. Trącił Piotra w bok i obudził go, mówiąc: Wstań szybko. I opadły łańcuchy z jego rąk.
510	12	8	I powiedział do niego anioł: Przepasz się i włóż sandały. Tak też zrobił. I powiedział mu: Narzuć płaszcz i chodź za mną.
510	12	9	Piotr więc wyszedł i udał się za nim, a nie wiedział, że to, co się działo za sprawą anioła, działo się naprawdę, lecz sądził, że to widzenie.
510	12	10	A gdy minęli pierwszą i drugą straż, doszli do żelaznej bramy, która prowadzi do miasta, a ta sama się przed nimi otworzyła. Kiedy wyszli i przeszli jedną ulicę, natychmiast anioł odstąpił od niego.
510	12	11	Kiedy Piotr doszedł do siebie, powiedział: Teraz wiem na pewno, że Pan posłał swego anioła i wyrwał mnie z ręki Heroda i z tego wszystkiego, czego oczekiwał lud żydowski.
510	12	12	Gdy to sobie uświadomił, przyszedł do domu Marii, matki Jana, którego nazywano Markiem, gdzie wielu zebrało się na modlitwie.
510	12	13	I zapukał Piotr do drzwi w bramie, i wyszła dziewczyna imieniem Rode, aby nasłuchiwać:
510	12	14	Gdy poznała głos Piotra, z radości nie otworzyła bramy, lecz pobiegła i oznajmiła, że Piotr stoi przed bramą.
510	12	15	A oni powiedzieli do niej: Oszalałaś! Jednak ona twierdziła, że tak jest istotnie. Odpowiedzieli: To jego anioł.
510	12	16	Piotr zaś nie przestał pukać. A gdy otworzyli, zobaczyli go i zdumieli się.
510	12	17	A dawszy im ręką znak, aby zamilkli, opowiedział im, jak Pan wyprowadził go z więzienia, i powiedział: Powiadomcie o tym Jakuba i braci. Potem wyszedł i udał się w inne miejsce.
510	12	18	A gdy nastał dzień, powstało niemałe poruszenie wśród żołnierzy z powodu tego, co się stało z Piotrem.
510	12	19	Herod zaś poszukiwał go, a gdy go nie znalazł, przesłuchał strażników i kazał ich stracić. Potem wyjechał z Judei do Cezarei i tam mieszkał.
510	12	20	A Herod był bardzo zagniewany na mieszkańców Tyru i Sydonu. Lecz oni jednomyślnie przyszli do niego, zjednali sobie Blasta, podkomorzego królewskiego, i prosili o pokój, ponieważ ich kraj zaopatrywał się w żywność z ziem królewskich.
510	12	21	W wyznaczonym dniu Herod ubrany w szaty królewskie zasiadł na tronie i wygłosił do nich mowę.
510	12	22	A lud wołał: Głos Boga, a nie człowieka!
